,name,url,street,locality,state,postal,description,rating
145,"Country Inn & Suites by Radisson, Evansville, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-evansville-in,301 Circle Front Drive,                                        Evansville,Indiana,47715," Located at the corner of I-69 and Lloyd Expressway, the Country Inn & Suites by Radisson, Evansville, IN offers a convenient stay near the University of Evansville. Our hotel is less than 12 miles from Evansville Regional Airport (EVV) and the headquarters of companies such as Shoe Carnival and Berry Global, making it a top choice for business travelers. For those in town on vacation, the hotel provides easy access to top-rated family-friendly attractions like the USS LST 325 Ship Memorial, Mesker Park Zoo & Botanic Garden, and the Children’s Museum of Evansville, all less than 20 minutes away.After an invigorating morning workout in our fitness center, slow down long enough to enjoy the tasty selections offered at our complimentary, hot breakfast. Each of our 69 rooms and suites is designed to help you feel at home thanks to conveniences like tea and coffee facilities, a microwave, and a refrigerator. Kick back and relax while you stream music with free Wi-Fi or watch your favorite shows on the flat-screen TV with premium cable channels. Host corporate events and training seminars in our hotel's 350-square-foot meeting room designed for a variety of presentations and include features like an LCD TV and a whiteboard. To make your event more inclusive, ask our staff to help you with setting up teleconferencing equipment to connect with off-site colleagues or clients. Those attending from out of town will appreciate our convenient location roughly 10 miles from the EVV airport. Whether you're in town for work or play, there are plenty of interesting things to do in Evansville, like rocking out at a live concert at the Ford Center or trying one’s luck at the Tropicana Evansville Casino. Check out these popular attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
146,"Country Inn & Suites by Radisson, Greenfield, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-greenfield-in,2070 N State Street,                                        Greenfield,Indiana,46140," Enjoy direct access to Indianapolis from the Country Inn & Suites by Radisson, Greenfield, IN, located just off I-70. Our hotel is only 30 minutes from downtown Indy, where you can cheer on the Indianapolis Colts at Lucas Oil Stadium or watch a NASCAR race at the Indianapolis Motor Speedway. If you're traveling with kids, plan a day exploring Indianapolis Zoo & White River Gardens.Before you call it a night, relax in our heated indoor pool. Our fitness center is open 24 hours for your convenience, and free Wi-Fi allows you to share vacation pictures throughout your visit. Start each morning with a delicious meal from the free, hot breakfast and relax by the fire in our lobby while you go over your day’s itinerary. After a day of travel, rest easy in your guest room or suite with a cup of freshly brewed coffee and a free weekday newspaper. Bring your kids’ favorite snacks and use the microwave and fridge to prep a treat before starting a movie night on the flat-screen TV. If you need additional space for your family or group, upgrade to a suite with a sleeper sofa. Free Wi-Fi is available in all accommodations so you can stay in touch with home via social media. Invite your colleagues or friends to a gathering at the Country Inn & Suites, offering a flexible meeting room with free Wi-Fi. Start preparing for the gathering in our business center with a computer and fax, copy, and print services. Give a presentation in our naturally lit event space before sending your attendees off to their relaxing hotel rooms. During your stay in the Indianapolis area, take some time to enjoy Greenfield attractions like Riley Park and Hawk's Tail Golf Club, both located just three miles away. Whether you're in town for a meeting at businesses like Keihin and Precoat Metals or a Colts game at Lucas Oil Stadium, our hotel provides a convenient home base. Devote a fun-filled afternoon to seeing animals at Indianapolis Zoo & White River Gardens or learning about outer space at the Children’s Museum Indianapolis. Check out these nearby attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
147,"Country Inn & Suites by Radisson, Indianapolis Airport South, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-indianapolis-airport-in,5630 Flight School Drive,                                        Indianapolis,Indiana,46221," Let the Country Inn & Suites by Radisson, Indianapolis Airport South, IN welcome you to Circle City with a convenient location off I-465, just 10 minutes from Indiana International Airport (IND). The excitement of downtown Indianapolis, home to top attractions like Lucas Oil Stadium and the Indianapolis Zoo & White River Gardens, lies about 20 minutes from the hotel. For some fun outside of the city, sharpen your putting skills at Southern Dunes Golf Course or enjoy the adrenaline-pumping action at the Indianapolis Motor Speedway.After you’ve unpacked your bags, you can take a dip in our indoor pool and hot tub or jump straight into your work in our on-site business center. Here for an athletic tournament? We cater to visiting sports teams with special rates and travel arrangements to your venue. Your team is sure to love our on-site fitness center as well as the laundry facilities to keep uniforms looking fresh after the big game. After cheering on the Colts at Lucas Oil Stadium, relax in one of our comfortable hotel rooms with free Wi-Fi. You can warm up a snack in the microwave to enjoy while you watch the game highlights on an HDTV. For an upgraded stay, book a suite with a romantic whirlpool. Whether you’re hosting a business meeting or exchanging vows, we offer flexible space for up to 80 guests. Amenities like audiovisual equipment and catering services are available to help enhance your gathering. Ask our helpful event staff about special packages for parties, weddings, and sports teams to help ensure your group has an exceptional time. Explore exciting attractions like the Children’s Museum of Indianapolis and Circle Centre Mall in downtown Indianapolis, about 20 minutes from the hotel. You can shop for Colts game-day gear at Greenwood Park Mall or challenge your friends to 18 holes at The Links at Heartland Crossing. Popular nearby attractions include:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
148,"Country Inn & Suites by Radisson, Indianapolis East, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-indianapolis-eastgate-in,7610 Old Trails Road,                                        Indianapolis,Indiana,46219," At the junction of US Route 40 and I-465 rests the Country Inn & Suites by Radisson, Indianapolis East, IN. Nestled in the tranquil city of Cumberland, our hotel lies less than seven miles from Children's Museum Indianapolis, the largest children's museum in the world. We're also close to other family-friendly attractions like the Indianapolis Zoo and Greatimes Family Fun Park. Traveling for work? You can attend a conference at the Indiana Convention Center, just 20 minutes away, and impress clients afterward with tickets to heart-pounding games at Lucas Oil Stadium or Bankers Life Fieldhouse.Fuel up for a day of racing fun at Indianapolis Motor Speedway with our free, hot breakfast. Convenient amenities like complimentary parking help you cut down on travel costs, and our scenic outdoor pool beckons you to relax after a long road trip. Corporate guests appreciate our well-appointed business center, perfect for sending emails or putting the finishing touches on presentations. Reserve one of our 93 hotel rooms at the Country Inn & Suites for a restful night's stay just outside of downtown Indy. Each accommodation is equipped with a mini fridge, a microwave, and coffee facilities so you can enjoy your favorite snacks and beverages any time of day. If you're in town on official business, sit down at the in-room work desk and connect to free Wi-Fi. We also have whirlpool suites to make your romantic getaway extra special. Lead a business seminar, host a luncheon, or celebrate a sports victory in our professional event venue. Capable of accommodating up to 70 guests, our meeting space comes with plenty of tables and chairs as well as free Wi-Fi. We also offer a 24-hour business center with a computer and a printer. If you're not sure how to start planning, our staff is always willing to help. Families can find all-day fun at the Indiana State Fairgrounds & Event Center or steer southward on I-465 to explore Greatimes Family Fun Park, a kid-friendly favorite. Plan a trip downtown to catch a Pacers game at Bankers Life Fieldhouse, pet the animals at Indianapolis Zoo, and attend a concert at the Indiana Convention Center. Other attractions in the heart of the city include:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
149,"Country Inn & Suites by Radisson, Indianapolis South, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-indianapolis-southport-in,4325 Southport Crossings Way,                                        Indianapolis,Indiana,46237," Situated off Interstate 65, the Country Inn & Suites by Radisson, Indianapolis South, IN provides easy access to downtown destinations without the noise of the city. Hop on I-65 to quickly reach the Indiana Convention Center and Lucas Oil Stadium, both less than 15 minutes from the hotel, or to drive your family to the Indianapolis Zoo, just 20 minutes away from our Southport location. If you’re here for the Indy 500, the Speedway is just a 20-minute drive away, and those flying in or out of Indianapolis International Airport (IND) can make the trip in 20–25 minutes.Upon arrival at the hotel, you can grab a free cookie and coffee in our lobby as you check in. Thanks to free Wi-Fi, it’s easy to finalize your plans and stay connected with friends or colleagues. If you want to relax at the hotel, enjoy a swim in our indoor pool. Here for work? Our business center lets you make last-minute changes to presentations or handouts. There’s no need to worry if you get face paint or nacho cheese on your Colts jersey. Simply take advantage of our same-day valet laundry service. Kick your shoes off and relax in one of our guest rooms or suites, which offer free internet access and cable TV with premium channels. You can greet each morning with a cup of coffee and our free, hot breakfast before you head out to your next Indianapolis adventure. If you need to work, we’ve got you covered with in-room work desks. Thanks to our hotel on the south side of Indianapolis, you can enjoy downtown attractions without the hassle of staying in the middle of the city. Explore the vendors at an expo or trade show at the Indiana Convention Center, or take your kids to a dolphin show at the Indianapolis Zoo, both located about 10 miles away. Check out these local attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
150,"Country Inn & Suites by Radisson, Merrillville, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-merrillville-in,8311 Ohio Street,                                        Merrillville,Indiana,46410," Located near the junction of I-65 and US Route 30, the Country Inn & Suites by Radisson, Merrillville, IN is the perfect place to discover Lake County’s top attractions, including Brauer Museum of Art and Albanese Candy Factory and Outlet Store. Walk along the shores of Lake Michigan, or take a day trip to Chicago, which is about an hour away. Our hotel puts you minutes from the classical dance performances at the Indiana Ballet Theatre. To watch your favorite players in action, head to Indiana Wesleyan University’s Wildcat Stadium, 15 miles away.Make your own waffles at our free, hot breakfast, and don’t forget to stop by the lobby for complimentary cookies, coffee, and tea, available 24/7. Maintain your routine at the fitness center equipped with ellipticals, treadmills, and weight machines, or take a refreshing dip in the indoor pool. Traveling for business? You can stop by the convenient business center near the lobby where you can check your email or print documents. Return from a Valparaiso University campus tour or a morning jog on the trails of Gabis Arboretum to unwind in one of our modern rooms with a flat-screen TV and a coffeemaker. Connect with folks at home using our free Wi-Fi, and make a snack using the in-room microwave and fridge. Every member of the family is welcome thanks to our pet-friendly rooms. Organize a memorable celebration or successful business function for up to 25 people at our versatile meeting room, conveniently located 20 minutes from the city of Gary and about an hour from downtown Chicago. Facilities and amenities include complimentary coffee and water, free Wi-Fi, and on-site parking. Want to make sure your guests stay informed down to the last detail? Our event team can help you create a web page for the event. It’s easy to explore popular destinations in Greater Chicago’s Lake County when you stay at our hotel in Merrillville, which is just two blocks from the retailers, restaurants, and cinema complex at Southlake Mall. Want to venture out on a day trip to the Windy City or spend a few hours boating on Lake Michigan? Both are about an hour away. If you’re looking to get some fresh air, you can spend time on the lush fairways of Turkey Creek Golf Course or take your canine companion on a hike along Gabis Arboretum’s Bluebird Trail. Be sure to check out these great attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
151,"Country Inn & Suites by Radisson, Michigan City, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-michigan-city-in,3805 N Frontage Road,                                        Michigan City,Indiana,46360," Conveniently located off I-94, the Country Inn & Suites by Radisson, Michigan City, IN places you near attractions like Blue Chip Casino and Lighthouse Place Premium Outlets. Just 20 minutes from the hotel, the Indiana Dunes National Park of Lake Michigan draws millions of visitors each year to its world-class beaches. Too cold for swimming at the lake? Let the kids make a splash in our heated indoor pool while you soak in the hot tub.Check the forecast with our free Wi-Fi, and then fuel up with the free, hot breakfast before you head to a University of Notre Dame football game. Keep up with your workout routine in the fitness center so you can treat yourself to complimentary cookies and coffee in the lobby. If you must do work while traveling, visit the on-site business center. Let the kids run wild at Indiana Dunes National Park before crashing on your hotel suite’s sleeper sofa. Every room includes ESPN and HBO for entertainment, and you can stay in touch with friends via the free Wi-Fi. You can keep snacks and drinks for the kids in the refrigerator, and an in-room coffeemaker will help perk you up after a night at Blue Chip Casino. We also offer whirlpool suites for the perfect romantic getaway. Gather with your clients for a business meeting or host a family gathering at the Country Inn & Suites, Michigan City. Our event space can host up to 50 guests, and we offer free Wi-Fi and audiovisual equipment to enhance your gathering. Our dedicated events team can assist you in aligning all the important details, and we’re happy to offer delicious catering recommendations. When you're not on the sandy beaches of Lake Michigan, visit The Old Lighthouse Museum, home of the oldest lighthouse in Indiana. Afterward, walk next door to the Washington Park Zoo. Both attractions are located just five miles from our hotel. You can also do some bargain hunting at Lighthouse Place Premium Outlets, which boasts more than 120 shops. If you're here for a Notre Dame game, South Bend is 40 miles away. Take time to explore these attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
152,"Country Inn & Suites by Radisson, Mishawaka, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-mishawaka-in,420 W University Drive,                                        Mishawaka,Indiana,46545," Conveniently located off I-80/I-90, the Country Inn & Suites by Radisson, Mishawaka, IN is just east of South Bend and less than five miles from the University of Notre Dame. When you're in town to root for the Fighting Irish, our hotel helps you relax during your downtime with free Wi-Fi. We also offer a free, hot breakfast that fuels your adventures at Potawatomi Zoo and University Park Mall. After a busy day, our heated indoor pool is a great place to take the kids to have some fun, and our fitness center provides an area where you can work out. End your evening by taking your pet for a leisurely stroll around the property, then sink into a Serta Elite® pillowtop mattress for a restful night’s sleep. Prepare snacks and store drinks for the upcoming Fighting Irish football game with a microwave and refrigerator, which are included in each of our guest rooms. After the game, refresh yourself with a free cup of coffee made with your in-room coffeemaker and settle down for a movie on the flat-screen TV. Choose one of our two meeting rooms to host a business or social event. The rooms, which can be combined to offer 1,200 square feet of space, include free Wi-Fi and audiovisual equipment to ensure presentations are a success. We can also help you with catering recommendations and planning so you can focus on your guest list. Discover a wealth of family-oriented activities within minutes of our hotel, from Fighting Irish athletic events at the University of Notre Dame to biking along the Mishawaka Riverwalk. If you love admiring antique autos, stop by the Studebaker National Museum, about five miles from the hotel, to glimpse presidential carriages and military vehicles. Explore these local attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
153,"Country Inn & Suites by Radisson, Portage, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-portage-in,1630 Olmsted Drive,                                        Portage,Indiana,46368," Whether you're planning a family vacation on the South Shore of Lake Michigan or visiting local steel mills for business, the Country Inn & Suites by Radisson, Portage, IN offers you a warm welcome. Our location, just off I-94 and less than two miles from Lake Michigan, puts Indiana Dunes state and national parks within easy reach. Planning to fish the lake? Bring your gear to the hotel or visit the nearby Bass Pro Shops before strolling down to Portage Lakefront and Riverwalk’s fishing pier.Start your day with a delicious and complimentary, hot breakfast before you meet with local clients or head into Chicago, less than an hour away. After a busy day, you can unwind with a workout in our fitness center or enjoy the hot tub and indoor pool while the kids splash down the kiddie pool’s waterslide. Grab complimentary cookies and coffee to enjoy while you unwind in the fireside lobby. Recharge for another busy day of fun or business in Portage, Indiana when you choose our modern guest rooms and suites. Drift off to sleep on a comfortable bed after catching the latest HBO movie on a flat-screen TV. Then start your day with a cup of coffee or tea in your room. Traveling with a group? Adjoining rooms will keep you close without compromising your privacy. The Country Inn & Suites, Portage, IN offers a professional meeting space for guests arriving via I-94. Our two event spaces are suitable for groups of 10 to 40 people. And you can count on the free Wi-Fi for your presentation. Our staff is happy to help with setup and can recommend catering options for working meals or snacks between sessions. Set sail from nearby Portage Public Marina on the crystal blue waters of Lake Michigan. Head northwest on I-94 to spend the day exploring all Chicago offers, from Navy Pier to the must-haves of the Magnificent Mile. Or discover the South Shore’s breweries, wineries, and distilleries to taste the best of the Midwest. Families, couples, and solo travelers will enjoy exploring these and other local attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
154,"Country Inn & Suites by Radisson, Valparaiso, IN",https://www.radissonhotels.com/en-us/hotels/country-inn-valparaiso-in,2020 LaPorte Avenue,                                        Valparaiso,Indiana,46383," At the Country Inn & Suites by Radisson, Valparaiso, IN, you can make the easy walk across the street to Valparaiso University for Crusaders sporting events, graduations, and more. Be sure to stop by downtown Valpo to shop boutiques or dine at excellent restaurants like Main+Lincoln. Later in the day, make a point of seeing a live show at the Memorial Opera House or the Chicago Street Theatre. If you’re visiting Indiana during warmer weather, don’t miss the beautiful trails at Gabis Arboretum and the thrilling rides at Deep River Waterpark, all a short drive from our hotel. Use the free Wi-Fi to upload photos of your campus visit before relaxing in the indoor pool or hot tub. Maintain your exercise regimen with the help of the fitness center, and start each day with a healthy, energizing meal from the free, hot breakfast. After an exciting day exploring attractions, let your kids enjoy a special cookie from the lobby while you get a cup of coffee or tea. Kick back in a comfortable guest room or suite and watch pre-game coverage on TV or connect to social media with free Wi-Fi. You can store drinks in the fridge and make snacks with the microwave to enjoy while you picnic in downtown Valparaiso’s Central Park. Spacious suites are available with a separate living room and sleeper sofa if you need more space. We also offer extended-stay suites with a dining area, ideal for guests on a long vacation or traveling for business. About a mile from the hotel, downtown Valpo gives you plenty of choices for shopping, dining, and entertainment. Enjoy a cup of coffee while you relax in Central Park and watch the bustle of the city before heading to seasonal events like the Valparaiso Popcorn Festival. You can cheer on the Crusaders at Valparaiso University, across the street, and explore the mesmerizing works at Brauer Museum of Art. Attend a show at Chicago Street Theatre or the Memorial Opera House. Check out these local attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
155,"Country Inn & Suites by Radisson, Ames, IA",https://www.radissonhotels.com/en-us/hotels/country-inn-ames-ia,2605 SE 16th Street,                                        Ames,Iowa,50010," Whether you’re visiting the campus at Iowa State University (ISU), heading to business meetings, or attending an event or sports tournament, the Country Inn & Suites by Radisson, Ames, IA offers you accommodations within easy reach of I-35 and your daily destinations. Families can visit students at ISU, three miles away, while corporate and leisure travelers appreciate great shopping and dinner options in the Main Street Cultural District, just a 10-minute drive away. You can also explore area attractions like Reiman Gardens, Jack Trice Stadium, and the Octagon Center for the Arts—all just 10 minutes away from the hotel.Our pet-friendly hotel encourages you to relax, thanks to an indoor pool and an inviting outdoor patio. In the mornings, take advantage of our free, hot breakfast. After a day of fun, you can connect to free Wi-Fi to upload photos of your adventures and keep in touch with friends. If work brings you to Ames, take advantage of the business center and on-site event space. Finish up a day of touring ISU by sinking into a Serta Elite® pillowtop mattress in your spacious hotel room or suite. Entertainment and refreshment are always within arm’s reach thanks to free Wi-Fi, premium cable channels, a microwave, and a fridge. Families and groups prefer our spacious suites, which offer amenities like separate living areas, sleeper sofas, dining areas, and whirlpools. Plan a productive business meeting or a beautiful wedding reception at the Country Inn & Suites in Ames. In our flexible meeting room, you can take advantage of audiovisual equipment and free Wi-Fi to ensure the success of your event. We also offer affordable, easy-to-book group accommodations and a customized website to keep your attendees updated on the important details. In addition to all of the entertainment offered at ISU, Ames offers attractions like the Octagon Center for the Arts and more than 50 stores at North Grand Mall. You can spend a day entertaining your kids at Adventureland Park or riding the Boone & Scenic Valley Railroad. The Main Street Cultural District is the ideal spot for an afternoon of shopping and dining. Be sure to check out these area favorites during your stay: By car:From the airport, take Fleur Drive and continue straight for four and a half miles. (The road name will change to Martin Luther King Jr Parkway and then 19th Place). Turn right onto the I-235 E ramp. Drive about six miles and then follow the signs to merge onto I-35 N. Drive about 24 miles and then take Exit 111A. Keep left when the ramp forks and merge onto US-30 W. Almost immediately, take Exit 150 and turn right off the ramp onto S Dayton Avenue. Take the first right onto SE 16th Street. The hotel will be on your left in a little less than a mile. By car:From I-35 N, take Exit 111A. Keep left when the ramp forks and merge onto US-30 W. Almost immediately, take Exit 150 and turn right off the ramp onto S Dayton Avenue. Take the first right onto SE 16th Street. The hotel will be on your left in a little less than a mile.From I-35 S, take Exit 111B and merge onto US-30 W. Almost immediately, take Exit 150 and turn right off the ramp onto S Dayton Avenue. Take the first right onto SE 16th Street. The hotel will be on your left in a little less than a mile. By car:From US-30 E, take Exit 150 and turn left off the ramp onto S Dayton Avenue. Cross the overpass and take the first right onto SE 16th Street. The hotel will be on your left in a little less than a mile.From US-30 W, take Exit 150 and turn right off the ramp onto S Dayton Avenue. Take the first right onto SE 16th Street. The hotel will be on your left in a little less than a mile.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
156,Radisson Hotel Ames Conference Center at ISU,https://www.radissonhotels.com/en-us/hotels/radisson-conference-ames-isu,2609 University Boulevard,                                        Ames,Iowa,50010," For a convenient stay near Iowa State University, select Radisson Hotel Ames Conference Center at ISU. South of Highway 30, our hotel is two miles from campus, less than a mile from the ISU Research Park, and only five miles west of I-35. During your stay, you can borrow a complimentary bicycle, helmet, and bicycle lock through the CyBike program to reach the nearby campus or research park. If you’re traveling for work, we offer easy access to dozens of local businesses and world-class research facilities like the National Animal Disease Center and Ames Laboratory. Complete your visit by cheering on the Cyclones at Jack Trice Stadium or experiencing a touring Broadway production at the Iowa State Center.After a campus tour or a research conference, return to the hotel to enjoy dinner on site at Bistro 1864 Restaurant and Bar or relax in our indoor pool. Families can have fun together at the kiddie pool, and the well-equipped fitness center makes it easy to keep up with your workout routine. Free Wi-Fi is offered throughout the hotel, and a business center is available. We offer 75 spacious, up-to-date rooms and suites that include a microwave, a refrigerator, and a Keurig® coffeemaker. To enhance your experience with free breakfast and drink vouchers, book a Business Class room. Upgrade to a suite for extra space and enjoy a separate living room and sleeper sofa. Ideal for business meetings, social gatherings, or wedding receptions, our venue can accommodate up to 325 people. Reserve one of four flexible meeting rooms, which include free Wi-Fi and built-in screens. We can set up tables and chairs and coordinate linens and catering services for you.                                     Enjoy a delicious meal delivered to your door with our convenient room service, available during breakfast and dinner hours. Bistro 1864 Restaurant and Bar serves fresh, made-to-order dishes for breakfast and dinner. Choose from a full menu of appetizers, salads, entrées, sides, and desserts, and then complete your meal with a local craft beer from our large selection.If you’re craving a late-night or a mid-afternoon snack, stop by the 24-hour Market next to the front desk. We offer a variety of beverages, including sodas, bottled and sparkling water, sports drinks, iced coffee and tea, as well as packaged meals and sweet or salty treats to take back to your room. We're only two miles from all the attractions at Iowa State University and less than three miles from downtown Ames. Attend a basketball game at Hilton Coliseum, or cheer on your soccer player at Hunziker Youth Sports Complex. The Iowa State Center hosts concerts and theatrical productions, and Reiman Gardens provides a relaxing spot to go for a stroll. Explore these attractions: By car:Turn left onto Airport Road. At the roundabout, exit onto Oakwood Road. Take the first right, and the hotel will be on your left.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
157,"Country Inn & Suites by Radisson, Ankeny, IA",https://www.radissonhotels.com/en-us/hotels/country-inn-ankeny-ia,2510 SE Tones Drive,                                        Ankeny,Iowa,50021," Whether you’re visiting the Des Moines metro area to tour a college, catch a concert at Wells Fargo Arena, or attend a business conference, the Country Inn & Suites by Radisson, Ankeny, IA provides an ideal home away from home near the Iowa capital. In a quiet waterside setting just off I-35, our family-friendly hotel is within a 10-mile drive of thrilling roller coasters at Adventureland Park and the stunning geodesic-domed conservatory at the Greater Des Moines Botanical Garden.On arrival at the hotel, enjoy a warm welcome with free juice and a free bottle of water or beer. After a busy day of sightseeing or meetings, you can recharge with a dip in the indoor pool or a soak in the hot tub. Get your mornings off to a great start with our free, hot breakfast, and be sure to stop by our evening reception, which is held three nights a week. Traveling with a tour group or sports team? Ask about our special group rates. Decorated in soothing neutral tones, our large rooms and suites are equipped with everything you need for a convenient and relaxing stay. On arrival, stock the fridge with drinks and snacks to enjoy while you’re here. You can check your email with free Wi-Fi before stretching out on a plush bed to watch your favorite shows on the 42-inch flat-screen TV. Looking for a venue for a small business meeting, social gathering, or training seminar in the Greater Des Moines area? Book our event space at the Country Inn & Suites and take advantage of audiovisual equipment rental, discount packages for groups, and the help of our knowledgeable staff. We can even create a customized website for your event to keep your guests informed about all the details. A short drive from top family attractions like summertime fun zone Adventureland Park, our vibrant city offers plenty of nearby shopping and dining and a growing number of craft breweries. Check out the local art scene at the Ankeny Art Center or explore independent boutiques and buzzing eateries in the recently developed District at Prairie Trail. Looking to stretch your legs after meetings? Play a round at the 18-hole Otter Creek Golf Course, or take a walk on the extensive network of local hiking and biking trails. Be sure to check out these nearby attractions while you’re in the area:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
158,"Country Inn & Suites by Radisson, Omaha Airport, IA",https://www.radissonhotels.com/en-us/hotels/country-inn-carter-lake-oma-ia,2210 Abbott Drive,                                        Carter Lake,Iowa,51510," Located just two miles from Eppley Airfield (OMA), the Country Inn & Suites by Radisson, Omaha Airport, IA allows travelers quick access to downtown Omaha. If you're on the road with family, check out the Omaha Zoo for a day of excitement or hike the famous Lewis & Clark Trail—both are situated just a couple of miles from our hotel.After a busy day of exploring Carter Lake, rejuvenate with a workout in the fitness center or a dip in the heated indoor pool. Corporate guests can make free copies in our business center and enjoy unlimited coffee 24 hours a day for late-night projects. Feel at home in one of our spacious guest rooms and suites with free Wi-Fi, premium cable TV, and plush bedding. Cribs and rollaway beds are also available if you need them. For a convenient meeting space by the OMA airport, reserve our 600-square-foot conference room. Enhance your gathering with audiovisual equipment and catering services, and ask about special group rates. Situated on the Iowa/Nebraska border, our hotel provides an ideal starting point for enjoying events by the Missouri River. Catch a baseball game at TD Ameritrade Stadium, or attend concerts at the CenturyLink Center, both a mile away. Other popular attractions include the 130-acre Omaha’s Henry Doorly Zoo and Aquarium, the Ameristar Council Bluffs casino, and Lauritzen Gardens, a beautiful botanical oasis. While you're in the area, be sure to visit these attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
159,"Country Inn & Suites by Radisson, Cedar Falls, IA",https://www.radissonhotels.com/en-us/hotels/country-inn-cedar-falls-ia,2910 S Main Street,                                        Cedar Falls,Iowa,50613," Whether you're touring the University of Northern Iowa (UNI) as a prospective student or attending a business conference at John Deere in Waterloo, the Country Inn & Suites by Radisson, Cedar Falls, IA is an ideal home base. Choose one of our comfortable hotel rooms or suites to be within walking distance of UNI, home of the Panthers, McLeod Center, and the UNI-Dome. We're also located just minutes from beautiful downtown Cedar Falls, where you can shop, browse museums, and find great restaurants.At the hotel, you can enjoy a stress-free stay thanks to our free, hot breakfast, refreshing indoor pool, free Wi-Fi, and rejuvenating fitness center. Help yourself to our complimentary coffee and cookies in the lobby, or lounge in front of the fireplace lobby. With coin-operated laundry facilities on site, you can return home with a suitcase full of fresh, clean clothes. From vacationing families to business travelers, our rooms and suites provide a welcome retreat for all guests. You can snuggle in your bed and watch a movie on the 32-inch flat-screen HDTV or brew a cup of coffee and peruse the free weekday newspaper. An in-room microwave and a refrigerator ensure that warm snacks and cold beverages are always within reach. From sporting events and theatrical performances to hikes in the great outdoors, Cedar Falls has something for everyone. Find your perfect activity when you stay at the Country Inn & Suites, located just minutes from George Wyth State Park, the Hearst Center, and the Gallagher Bluedorn Performing Arts Center. Check out these exciting attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
160,"Country Inn & Suites by Radisson, Clinton, IA",https://www.radissonhotels.com/en-us/hotels/country-inn-clinton-ia,2224 Lincoln Way,                                        Clinton,Iowa,52732," Ideally situated just off US 30, the Country Inn & Suites by Radisson, Clinton, Iowa offers everything you need for a productive stay near companies like Purina and Archer Daniels Midland. Take your entire family to local attractions like the Clinton Area Showboat Theatre and The Sawmill Museum, spend the afternoon watching boats sail down the Mississippi River at Lock & Dam 13, or enjoy an afternoon at our hotel soaking in the heated indoor pool and hot tub.Equipped with amenities like free Wi-Fi and a fitness center, our hotel is also proud to welcome your four-legged friend for a small fee. Before you head out every morning, be sure to fuel up at our complimentary, hot breakfast. Wind down after a full day of exploration or business meetings in one of our comfortable rooms or suites. Sip a cup of coffee from the coffeemaker, pop a snack in the microwave, and relax in front of the TV with HBO. Families with children love Clinton's wide variety of historical attractions, like the George M. Curtis Mansion and The Sawmill Museum. After a meeting, take advantage of our convenient location to explore outdoor activities at spots like Valley Oaks Golf Course. Be sure to check out these attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
