,name,description,streetAddress,addressLocality,addressRegion,addressCountry,postalCode,url,latitude,longitude,rating,brand
20,Homewood Suites by Hilton Mobile - East Bay - Daphne,"Make the most of the Gulf Coast with easy access to beaches and golf courses. We're just off I-10 and nine miles from downtown Mobile. Explore Spanish Fort Town Center and Eastern Shore Centre’s shops and restaurants – or cook in your suite's fully equipped kitchen. Kick back at our evening social, Monday – Thursday. WiFi and breakfast are also free.",29474 N. Main Street,Daphne,AL,US,36526,https://homewoodsuites3.hilton.com/en/hotels/alabama/homewood-suites-by-hilton-mobile-east-bay-daphne-MOBHMHW/index.html,30.654676000000002,-87.90982699999998,4.5,Homewood Suites
21,Hilton Garden Inn Mobile East Bay / Daphne,"We're by the I-10/US-98 intersection, just down the road from shops and restaurants around Jubilee Square. Tours of the USS Alabama, shipbuilding at Austal, and conventions in downtown Mobile are within 10 miles across the bay. We serve cooked-to-order breakfast, lunch, and dinner in our Garden Grille & Bar. Enjoy our indoor pool and free WiFi.",29546 North Main Street,Daphne,AL,US,36526,https://hiltongardeninn3.hilton.com/en/hotels/alabama/hilton-garden-inn-mobile-east-bay-daphne-MOBEHGI/index.html,30.654412,-87.91117899999998,4.5,Hilton Garden Inn
22,Hampton Inn Mobile-East Bay/Daphne,"We’re off I-90, on the shore of Mobile Bay. We’re a mile from Daphne’s Main Street, and you’ll find a good choice of dining options on the way. Take a stroll in Gator Park, opposite our hotel. Cross the Bay Bridge and you’re in Mobile, with historical attractions like the USS Alabama and the Fort of Colonial Mobile Museum. Hot breakfast and WiFi are on us.",29451 US Hwy. 98,Daphne,AL,US,36526,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-mobile-east-bay-daphne-MOBEBHX/index.html,30.65270000000001,-87.91290000000002,4.5,Hampton Inn
23,Hampton Inn & Suites Mobile- Downtown Historic District,"We’re in the heart of downtown next to I-10 and the convention center, a few blocks from the business district. Within half a mile you'll find the cruise port, and attractions including the Saenger Theater, Gulf Coast Exploreum Science Center, Mobile Carnival Museum, and Space 301 art gallery. Hot breakfast and WiFi are free.",62 South Royal Street,Mobile,AL,US,36602,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-mobile-downtown-historic-district-MOBDTHX/index.html,30.690947,-88.04083299999998,4.5,Hampton Inn
24,Hilton Garden Inn Mobile Downtown,"Find us next to Bienville Square, near the banks of the Mobile River. The Saenger Theater and Dauphin Street restaurants are a short walk away, and the Mobile Convention Center is within a half mile. Enjoy meals and happy hour drinks on the patio at Eugene's Monkey Bar and Grill, overlooking the square. We've got a fitness center, event space, and 24-hour shop. WiFi is free.",15 N. Conception St.,Mobile,AL,US,36602,https://hiltongardeninn3.hilton.com/en/hotels/alabama/hilton-garden-inn-mobile-downtown-MOBDOGI/index.html,30.69206162,-88.04351233,4.5,Hilton Garden Inn
25,"The Admiral Hotel Mobile, Curio  Collection by Hilton","Our hotel has been in the heart of Mobile for over 75 years, featuring an Art Deco-inspired interior and a ballroom for events and weddings. We're a short walk from the Mobile Convention Center, the Fort of Colonel Mobile, and a wide variety of eateries. Relax in a cabana by our outdoor pool.",251 Government Street,Mobile,AL,US,36602,https://curiocollection3.hilton.com/en/hotels/alabama/the-admiral-hotel-mobile-curio-collection-by-hilton-MOBCUQQ/index.html,30.689311,-88.043347,4,Curio
26,Hampton Inn & Suites Lanett-West Point,"We are off I-85, within seven miles of Fort Tyler and the historic Griggs house. For a taste of the outdoors, visit Southern Harbor Marina for boating and swimming, just 11 miles away. Our location puts you 13 minutes from the Kia Plant and a half-hour from Auburn University. Fire up your taste buds with our free hot breakfast. ",4210 Phillips Road,Lanett,AL,US,36863,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-lanett-west-point-AUOLNHX/index.html,32.826898,-85.21848399999998,4.5,Hampton Inn
27,Hampton Inn & Suites Phenix City- Columbus Area,"Located off US 431 in Phenix City, we’re two miles from Columbus. The Columbus Georgia Convention and Trade Center is six minutes’ drive. Walk or bike the Chattahoochee Riverwalk, 12 minutes away. Visit Fort Benning, or the National Infantry Museum, less than 15 minutes’ drive. Columbus Airport is 20 minutes away. Daily hot breakfast and WiFi are on us.",620 Martin Luther King Jr. Parkway,Phenix City,AL,US,36869,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-phenix-city-columbus-area-CSGPCHX/index.html,32.4545,-85.012,4.5,Hampton Inn
28,"Redmont Hotel Birmingham, Curio Collection by Hilton","As the oldest-running hotel in Birmingham, first opened in 1925, the Redmont combines the charisma of the 20s with contemporary luxury. Our downtown rooms are blocks from the theater district and Birmingham Civil Rights Institute. Feel at ease with in-room spa treatments, and enjoy a signature cocktail at the highest rooftop bar in the state.",2101 5th Avenue North,Birmingham,AL,US,35203,https://curiocollection3.hilton.com/en/hotels/alabama/redmont-hotel-birmingham-curio-collection-by-hilton-BHMCUQQ/index.html,33.518715,-86.80630500000002,4.5,Curio
29,Hampton Inn & Suites Birmingham-Downtown-Tutwiler,"Rest up in our historic Tutwiler building, minutes off I-20. We're a short walk from downtown Birmingham's Convention Center, Museum of Art, and Civil Rights Institute. Grab a bite to eat in the neighborhood. Free hot breakfast, free WiFi, and fitness center access are yours to enjoy.",2021 Park Place,Birmingham,AL,US,35203,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-birmingham-downtown-tutwiler-BHMDNHX/index.html,33.520012,-86.808977,4.5,Hampton Inn
30,Home2 Suites by Hilton Birmingham Downtown,"We're within three miles of Birmingham Zoo, the Botanical Gardens and McWane Science Center. Discover local five-star restaurants or cook, in-suite, at your own speed. Fill up on free breakfast before exploring the Civil Rights Institute, just over a mile away, or catching a ballgame at Regions Field, two minutes from the door. WiFi’s on us, and pets are welcome.",250 18th Street South,Birmingham,AL,US,35233,https://home2suites3.hilton.com/en/hotels/alabama/home2-suites-by-hilton-birmingham-downtown-BHMDOHT/index.html,33.509061,-86.80670400000002,4,Home2
31,Hilton Garden Inn Downtown Birmingham,"In downtown, we're a block from minor league baseball at Regions Field, a quick walk from Children's Hospital and Railroad Park, and five blocks from the University of Alabama at Birmingham. Shops, restaurants, businesses, and two craft breweries are within a mile. Enjoy breakfast and dinner in our Garden Grille & Bar.",250 18th Street South,Birmingham,AL,US,35233,https://hiltongardeninn3.hilton.com/en/hotels/alabama/hilton-garden-inn-downtown-birmingham-BHMDWGI/index.html,33.50895,-86.806962,4.5,Hilton Garden Inn
32,Hilton Birmingham at UAB,"We’re in the vibrant Five Points South district, moments from the University of Alabama at Birmingham and the VA Medical Center. Our free shuttles take you to and from Birmingham Airport and destinations within two miles, including the Legacy Arena. We have parking with direct room access, an outdoor pool, and a courtyard complete with fire pits.",808 20th Street South,Birmingham,AL,US,35205,https://www3.hilton.com/en/hotels/alabama/hilton-birmingham-at-uab-BHMHHHH/index.html,33.50391344,-86.79884594,4,Hilton
33,Homewood Suites by Hilton Birmingham Downtown Near UAB,"Birmingham’s Five Points South district is yours. We’re minutes from McWane Science Center, Birmingham Civil Rights Institute, the Zoo, and Alabama Sports Hall of Fame. Grab our free shuttle to get around. We’re near many restaurants. For a quiet night, take advantage of your in-suite kitchen. WiFi, breakfast, and our evening social, Monday – Thursday, are free.",1016 20th Street South,Birmingham,AL,US,35205,https://homewoodsuites3.hilton.com/en/hotels/alabama/homewood-suites-by-hilton-birmingham-downtown-near-uab-BHMABHW/index.html,33.501232,-86.797157,4.5,Homewood Suites
34,Embassy Suites by Hilton Birmingham,"Find us within three miles of Birmingham attractions like the zoo, botanical gardens, and The Summit. We’ll take you anywhere local, including Birmingham–Shuttlesworth International Airport, which is a seven-minute ride away. Enjoy daily free made-to-order breakfast, complimentary evening receptions, our indoor pool, and fitness center.",2300 Woodcrest Place,Birmingham,AL,US,35209,https://embassysuites3.hilton.com/en/hotels/alabama/embassy-suites-by-hilton-birmingham-BHMWCES/index.html,33.489087999999995,-86.787274,3,Embassy Suites
35,Hampton Inn Birmingham/Mountain Brook,"Tucked in the foothills of the Appalachian Mountains and only four miles from downtown Birmingham, our Mountain Brook hotel is the perfect base to navigate the 'last major Southern City'. Uncover why Alabama is dubbed ""The Beautiful"" with a stroll through the Birmingham Botanical Gardens. Fill up on free breakfast and complimentary WiFi while you stay with us.",2731 US Highway 280 South,Birmingham,AL,US,35223,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-birmingham-mountain-brook-BHMMBHX/index.html,33.4807614,-86.77476800000002,4,Hampton Inn
36,Hampton Inn Birmingham I-65/Lakeshore Drive,"Nature lovers will be close to Oak Mountain State Park’s 10,000 acres of woodland, the botanic gardens and Vulcan Park. Family days out are easy with Splash Adventure Water Park and Birmingham Zoo nearby. Take advantage of free breakfast before teeing off at Robert Trent Jones Golf Trail, and make sure to check out the Civil Rights Institute. WiFi is free.",30 State Farm Parkway,Birmingham,AL,US,35209,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-birmingham-i-65-lakeshore-drive-BHMLSHX/index.html,33.457,-86.8203,4,Hampton Inn
37,Hilton Garden Inn Birmingham/Lakeshore Drive,"We're off I-65 along Lakeshore Parkway, a short walk to shops and dining. The UAB campus and downtown Birmingham are 15 minutes away, and Birmingham-Shuttlesworth Airport is 12 miles from us. Enjoy breakfast and dinner in our Garden Grille, or order evening room service. Grab a drink or snack at our Pavilion Pantry, open 24 hours.",520 Wildwood Circle Drive North,Birmingham,AL,US,35209,https://hiltongardeninn3.hilton.com/en/hotels/alabama/hilton-garden-inn-birmingham-lakeshore-drive-BHMLDGI/index.html,33.4468,-86.82910000000004,4,Hilton Garden Inn
38,Home2 Suites by Hilton Birmingham Fultondale,"We're between I-65 and Highway 31, within five minutes of the I-22 intersection. Downtown Birmingham is eight miles away, home to the Birmingham Civil Rights Institute and McWane Science Center. Birmingham-Shuttlesworth International Airport is a 15-minute drive. We're pet-friendly, with free breakfast and in-suite kitchens.",3289 Lowery Parkway,Fultondale,AL,US,35068,https://home2suites3.hilton.com/en/hotels/alabama/home2-suites-by-hilton-birmingham-fultondale-BHMFTHT/index.html,33.599238,-86.80430899999998,4,Home2
39,Hampton Inn Birmingham/Fultondale (I-65),"Located off I-65, we're 15 minutes from McWane Science Center and Railroad Park. Visit the Birmingham Civil Rights Institute and Alabama Jazz Hall of Fame, just 15 minutes away. A half hour drive will get you to the Birmingham Zoo, Riverchase Galleria Mall, and Birmingham Botanical Gardens. Enjoy the convenience of free WiFi and free hot breakfast. ",1716 Fulton Road,Fultondale,AL,US,35068,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-birmingham-fultondale-i-65-BHMFDHX/index.html,33.609033000000004,-86.807921,4.5,Hampton Inn
40,Hilton Garden Inn Birmingham SE/Liberty Park,"Our Birmingham hotel is in the Liberty Park area, amid Urban Center corporate park and a 10-minute drive from the athletic complex. Birmingham Zoo and the Birmingham Botanical Gardens are seven miles away. We have an indoor pool and over 2,000 sq. ft. of meeting space. Cooked-to-order breakfast is available in our Garden Grille, and WiFi's on us.",2090 Urban Center Parkway,Birmingham,AL,US,35242,https://hiltongardeninn3.hilton.com/en/hotels/alabama/hilton-garden-inn-birmingham-se-liberty-park-BHMLPGI/index.html,33.482119,-86.702364,4.5,Hilton Garden Inn
41,Hampton Inn & Suites Birmingham East Irondale,"Located near Birmingham International Airport, we’re a short drive from exciting attractions including Talladega Superspeedway. Petrol heads will love the Barber Vintage Motorsports Museum and Park nearby. We’re close to the famous Irondale Café, inspiration for the book and film 'Fried Green Tomatoes'. Here at our comfy hotel, breakfast and WiFi are free, and you can unwind with our indoor pool and fitness center. ",950 Old Grants Mill Road,Birmingham,AL,US,35210,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-birmingham-east-irondale-BHMEAHX/index.html,33.532391,-86.690147,4,Hampton Inn
42,Hampton Inn Birmingham-Colonnade 280,"We're just off Highway 280 and I-459, and two miles from The Summit for a great range of shops and dining. Our free hot breakfast will set you up for the day, while Birmingham Botanical Gardens, 11 minutes' drive, is the perfect place to unwind. Enjoy our pool and fitness center, and stay connected with free WiFi.",3400 Colonnade Parkway,Birmingham,AL,US,35243,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-birmingham-colonnade-280-BHMCOHX/index.html,33.437268,-86.729348,3.5,Hampton Inn
43,DoubleTree by Hilton Birmingham Perimeter Park,"Our hotel is just off I-280 in Birmingham. We're a mile from upscale shopping and restaurants at The Summit, with a free shuttle service to and from the mall. Downtown, the Birmingham Zoo, and Birmingham-Shuttlesworth International Airport are within 20 minutes. Every stay starts with our signature warm chocolate chip cookie.",8 Perimeter Park South,Birmingham,AL,US,35243,https://doubletree3.hilton.com/en/hotels/alabama/doubletree-by-hilton-birmingham-perimeter-park-BHMPRDT/index.html,33.437814,-86.72588999999998,4.5,Doubletree
44,Homewood Suites by Hilton Birmingham-South/Inverness,"We’re just 15 minutes from downtown Birmingham in the I-280 corridor. Explore Vulcan Park and Museum, the Botanical Gardens, Zoo, and shopping and dining at The Summit. Finish the night off at our free evening social, Monday – Thursday, or with a quiet meal, cooked in your own kitchen. WiFi and breakfast are on us.",215 Inverness Center Drive,Birmingham,AL,US,35242,https://homewoodsuites3.hilton.com/en/hotels/alabama/homewood-suites-by-hilton-birmingham-south-inverness-BHMHWHW/index.html,33.420666,-86.70195799999998,4.5,Homewood Suites
45,Hampton Inn Calera,"We’re just off I-65, about half an hour from Birmingham and an hour from Montgomery. Within ten miles of our hotel you’ll find a variety of attractions, such as the Heart of Dixie Railroad Museum, the University of Montevallo, the American Village, and Timberline Golf Course. Enjoy our free WiFi and hot breakfast.",93 Metro Drive,Calera,AL,US,35040,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-calera-CALALHX/index.html,33.1517,-86.7518,4.5,Hampton Inn
46,Hampton Inn & Suites Birmingham-Pelham (I-65),"We're a half mile from I-65, minutes from hiking, biking, and canoeing at Oak Mountain State Park. Head four miles north to go shopping at the Riverchase Galleria and catch an act at the StarDome Comedy Club. It's a 15-mile drive to Birmingham Zoo, Legacy Arena, and University of Alabama at Birmingham. Hot breakfast and WiFi are on us.",232 Cahaba Valley Road,Pelham,AL,US,35124,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-birmingham-pelham-i-65-BHMCVHX/index.html,33.332186,-86.78953299999998,4.5,Hampton Inn
47,Homewood Suites by Hilton Birmingham-SW-Riverchase-Galleria,"Whether soccer is your sport or shopping is your cardio, our suites are a convenient home base in Hoover, 15 minutes south of downtown Birmingham. We're less than a mile from Riverchase Sports Park, and the famed Galleria is just five minutes away. Start each day with free hot breakfast, and join us for our complimentary evening social, Monday – Thursday. ",121 Riverchase Parkway East,Hoover,AL,US,35244,https://homewoodsuites3.hilton.com/en/hotels/alabama/homewood-suites-by-hilton-birmingham-sw-riverchase-galleria-BHMHMHW/index.html,33.3525,-86.78500000000004,4.5,Homewood Suites
48,Embassy Suites by Hilton Birmingham Hoover,"Our suites are across from the Riverchase Galleria. We’re 20 minutes from downtown Birmingham, Regions Field, and the Barber Motorsports Track and Museum. We offer a free local shuttle to local destinations including Riverchase Office Park, two miles away. Enjoy free cooked-to-order breakfast and our complimentary evening reception.",2960 John Hawkins Parkway,Birmingham,AL,US,35244,https://embassysuites3.hilton.com/en/hotels/alabama/embassy-suites-by-hilton-birmingham-hoover-BHMHOES/index.html,33.3695,-86.8161,4,Embassy Suites
49,Hampton Inn & Suites Birmingham-Hoover-Galleria,"Find us off I-459 and US Highway 31, seven minutes' drive to Hoover. For shops and dining, it's a short walk to Riverchase Galleria, Alabama's largest indoor shopping mall. Fuel up on our free hot breakfast, then hit the trails of Oak Mountain State Park, 10 miles away. Enjoy free WiFi and out indoor pool.",4520 Galleria Boulevard,Hoover,AL,US,35244,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-birmingham-hoover-galleria-BHMRCHX/index.html,33.3723,-86.8122,4.5,Hampton Inn
50,Hampton Inn & Suites Birmingham/280 East-Eagle Point,"We’re off Highway 280, just 20 minutes from central Birmingham, home of McWane Science Center, Birmingham Civil Rights Institute, and the Botanical Gardens. Browse neighborhood shops, or stretch your legs at Oak Mountain State Park, the largest in Alabama, 25 minutes from the door. Start each day with free hot breakfast, and enjoy WiFi on us. ",6220 Farley Court,Birmingham,AL,US,35242,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-and-suites-birmingham-280-east-eagle-point-BHMLBHX/index.html,33.40442410000001,-86.66776865,4.5,Hampton Inn
51,Hampton Inn Cullman,"Directly off I-65, we’re close to Cullman’s attractions. Ave Maria Grotto, known as ‘Jerusalem in miniature’, and Alabama nature at Smith Lake and Hurricane Creek Park are all within 20 minutes of your room. Cullman’s historic district is 10 minutes away, packed with antique stores. Start the day with free hot breakfast, and enjoy WiFi on us.",6100 AL HWY 157,Cullman,AL,US,35058,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-cullman-HSVCLHX/index.html,34.208800000000004,-86.87700000000002,4.5,Hampton Inn
52,Hampton Inn Guntersville,"We're right off US-431 with a private marina for easy access to world-class fishing in Lake Guntersville. Live entertainment and fresh gulf seafood are right next door at Wintzell's Oyster House. Start each day right with free hot breakfast, and stay connected with free WiFi. Enjoy relaxing lakeside views from our heated outdoor pool.",14451 U.S. Highway 431 South,Guntersville,AL,US,35976,https://hamptoninn3.hilton.com/en/hotels/alabama/hampton-inn-guntersville-GVEALHX/index.html,34.32295865,-86.31443305,4.5,Hampton Inn
